Dam Name,Other Names,Former Names,NID ID,Other Structure ID,Federal ID,Owner Names,Owner Types,Primary Owner Type,Number of Associated Structures,Is Associated Structure?,Designer Names,Non-Federal Dam on Federal Property,Primary Purpose,Purposes,Source Agency,State or Federal Agency ID,Latitude,Longitude,State,County,City,Distance to Nearest City (Miles),River or Stream Name,Congressional District,American Indian/Alaska Native/Native Hawaiian,State Regulated Dam,State Jurisdictional Dam,State Regulatory Agency,State Permitting Authority,State Inspection Authority,State Enforcement Authority,Federally Regulated Dam,Federal Agency Owners,Federal Agency Involvement Funding,Federal Agency Involvement Design,Federal Agency Involvement Construction,Federal Agency Involvement Regulatory,Federal Agency Involvement Inspection,Federal Agency Involvement Operation,Federal Agency Involvement Other,Built Under the Authority of the Secretary of Agriculture,NRCS Watershed Dam Authorization,Primary Dam Type,Dam Types,Core Types,Foundation,Dam Height (Ft),Hydraulic Height (Ft),Structural Height (Ft),NID Height (Ft),NID Height Category,Dam Length (Ft),Volume (Cubic Yards),Year Completed,Year Completed Category,Years Modified,NID Storage (Acre-Ft),Max Storage (Acre-Ft),Normal Storage (Acre-Ft),Surface Area (Acres),Drainage Area (Sq Miles),Max Discharge (Cubic Ft/Second),Spillway Type,Spillway Width (Ft),Number of Locks,Length of Locks (ft),Lock Width (Ft),Length of Secondary Lock (Ft),Secondary Lock Width (Ft),Outlet Gate Type,Data Last Updated,Last Inspection Date,Inspection Frequency,Hazard Potential Classification,Condition Assessment,Condition Assessment Date,Operational Status,Operational Status Date,EAP Prepared,EAP Last Revision Date,Inundation Maps Added to NID?,Website URL
Jh Milligan Estate Dam,,,TX03993,,TX03993,JH MILLIGAN ESTATE,Private,Private,0,No,NO DATA FOR ORIGINAL DESIGNER,No,Water Supply,Water Supply,Texas,TX03993,33.01596,-94.961534,Texas,Camp,,,TR-BIG CYPRESS CREEK,"Texas, Congressional District 01",,Yes,Yes,TCEQ,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,22,22,22,22,Less than 25 feet,685,0,1964,1960-1969,,570,570,125,24,0,,None,,,,,,,None1,9/10/2024,,,Low,Not Rated,6/18/2014,Not Applicable,5/21/2022,Not Required,,No,https://damsafety.org/texas
North Cuero WS SCS Site 1 Dam,,,TX03989,,TX03989,CITY OF CUERO;DEWITT COUNTY;DEWITT COUNTY DRAINAGE DISTRICT 1;DEWITT COUNTY SWCD,Local Government,Local Government,0,No,USDA NRCS,No,Flood Risk Reduction,Flood Risk Reduction,Texas,TX03989,29.146476,-97.272531,Texas,DeWitt,CUERO,,TR-GUADALUPE RIVER,"Texas, Congressional District 27",,Yes,Yes,TCEQ,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,22,22,22,22,Less than 25 feet,2020,48240,1970,1970-1979,,454,454,75,18,0.5,737,Uncontrolled,101,,,,,,Uncontrolled3,9/10/2024,3/5/2024,5,High,Not Rated,8/7/2023,Not Applicable,8/7/2023,Yes,3/27/2012,No,https://damsafety.org/texas
Las Colinas Reservoir No 7 Dam,,,TX04378,,TX04378,LAS COLINAS COUNTRY CLUB,Private,Private,0,No,BUCE AND ASSOCIATES INC;PAPE-DAWSON ENGINEERS,No,Irrigation,Irrigation;Recreation,Texas,TX04378,32.859532,-96.944429,Texas,Dallas,IRVING,,TR-ELM FORK TRINITY RIVER,"Texas, Congressional District 06",,Yes,Yes,TCEQ,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,16,16,16,16,Less than 25 feet,985,22000,1963,1960-1969,2015H,144,144,99,6,0.11,582,Uncontrolled,68.5,,,,,,Uncontrolled2,9/10/2024,5/21/2024,,Significant,Not Rated,5/3/2022,Not Applicable,5/21/2022,Yes,5/16/2011,No,https://damsafety.org/texas
Lake Copper Breaks Dam,,,TX04304,,TX04304,TEXAS PARKS AND WILDLIFE DEPARTMENT,State,State,0,No,HALFF AND ASSOCIATES INC,No,Irrigation,Irrigation;Recreation,Texas,TX04304,34.105359,-99.746952,Texas,Hardeman,,,DEVILS CREEK,"Texas, Congressional District 13",,Yes,Yes,TCEQ,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,41,41,42,42,25-50 feet,1960,0,1975,1970-1979,,1501,1501,455,0,0,19800,Uncontrolled,200,,,,,,Uncontrolled2,9/10/2024,5/28/1997,,Low,Not Rated,6/18/2014,Not Applicable,5/21/2022,Not Required,,No,https://damsafety.org/texas
Cedar Creek WS SCS Site 50c Dam,,,TX04633,,TX04633,KAUFMAN COUNTY;KAUFMAN VAN ZANDT ROCKWALL SWCD,Local Government,Local Government,0,No,USDA NRCS,No,Flood Risk Reduction,"Flood Risk Reduction;Fire Protection, Stock, Or Small Fish Pond;Recreation",Texas,TX04633,32.735317,-96.245083,Texas,Kaufman,TERRELL,1,WALDROP CREEK,"Texas, Congressional District 05",,Yes,Yes,TCEQ,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Flood Control Act of 1944 (Public Law 78-534),Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Rock;Soil,26,26,26,26,25-50 feet,5275,231190,1979,1970-1979,,3775,3775,109,65,8.53,11838,Uncontrolled,619.4,,,,,,Slide (sluice gate)1;Uncontrolled2,9/10/2024,2/9/2022,5,Significant,Fair,12/8/2022,Normal Operations,12/8/2022,Yes,1/9/2024,No,https://damsafety.org/texas
Collins Upper Dam,,,VA049003,,VA049003,"Harold W. Collins, Sr.",Private,Private,0,No,,,Recreation,Recreation,Virginia,49003,37.4777,-78.2594,Virginia,Cumberland,,5,TR-TEAR WALLET CREEK,"Virginia, Congressional District 05",,Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,28,,,28,25-50 feet,285,,,Undetermined,,220,220,122,16,0.8,,,,,,,,,,12/4/2022,3/25/2011,,Undetermined,Fair,3/25/2011,Not Applicable,3/9/2021,Yes,11/17/2004,No,https://damsafety.org/virginia
Denton Creek WS SCS Sed Cont Str 15 1,,,TX04549,,TX04549,UNITED STATES FOREST SERVICE,Federal,Federal,0,No,USDA NRCS,No,Other,Other,Texas,TX04549,33.369028,-97.530928,Texas,Wise,,,TR-DENTON CREEK,"Texas, Congressional District 13",,Yes,Yes,TCEQ,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,29,29,29,29,25-50 feet,330,0,1969,1960-1969,,51,51,17,1.8,0.31,0,Uncontrolled,42,,,,,,Slide (sluice gate)1;Uncontrolled2,9/10/2024,8/1/2000,,Low,Not Rated,6/18/2014,Not Applicable,5/21/2022,Not Required,,No,https://damsafety.org/texas
Mingus Lake Dam,,,TX03838,,TX03838,BUFORD HOLMES,Private,Private,0,No,"BAIRD, HAMPTON & BROWN",No,Irrigation,"Irrigation;Fire Protection, Stock, Or Small Fish Pond",Texas,TX03838,32.560836,-98.410792,Texas,Palo Pinto,,,GIBSON CREEK,"Texas, Congressional District 25",,Yes,Yes,TCEQ,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Earth,,30,22,30,30,25-50 feet,860,0,,Undetermined,2017H,2244,2244,1260,105,9.28,15746,Uncontrolled,220,,,,,,Uncontrolled1,9/10/2024,5/16/2019,5,Significant,Not Rated,5/16/2024,Not Applicable,5/16/2024,Yes,12/20/2010,No,https://damsafety.org/texas
R. A. Coleman Lake Dam,R. A. Coleman Lake Dam,,GA05859,,GA05859,R. A. Coleman,Private,Private,,No,,,Fish and Wildlife Pond,"Fish and Wildlife Pond;Fire Protection, Stock, Or Small Fish Pond",Natural Resources Conservation Service,GAA175-011,32.356689,-82.972527,Georgia,Laurens,Darian,145,Tr- Lime-Sink Creek,"Georgia, Congressional District 12",,No,,,,,,No,,,Natural Resources Conservation Service;Natural Resources Conservation Service,Natural Resources Conservation Service,,,,,No,N/A,Earth,Earth,,,20,,,20,Less than 25 feet,950,33700,1975,1970-1979,,84,84,60,0,0.16,480,Uncontrolled,100,,,,,,,5/24/2021,,0,Low,Not Available,,,,No,,No,http://www.damsafety.info/
Walsh Lake Dam,,,TX04938,,TX04938,F WALSH,Private,Private,0,No,NO DATA FOR ORIGINAL DESIGNER,No,Water Supply,"Water Supply;Fire Protection, Stock, Or Small Fish Pond",Texas,TX04938,32.767778,-97.576182,Texas,Parker,,,TR-MARYS CREEK,"Texas, Congressional District 25",,Yes,Yes,TCEQ,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,18,18,18,18,Less than 25 feet,700,0,1976,1970-1979,,144,144,60,10,0,,None,,,,,,,None1,9/10/2024,,,Low,Not Rated,6/18/2014,Not Applicable,5/21/2022,Not Required,,No,https://damsafety.org/texas
Mccallum Lake Dam,,,TX04930,,TX04930,CHARLES MCCALLUM,Private,Private,0,No,NO DATA FOR ORIGINAL DESIGNER,No,Water Supply,"Water Supply;Fire Protection, Stock, Or Small Fish Pond;Recreation",Texas,TX04930,33.345925,-97.013365,Texas,Denton,,,TR-BRAY BRANCH,"Texas, Congressional District 26",,Yes,Yes,TCEQ,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,18,18,18,18,Less than 25 feet,630,0,1973,1970-1979,,101,101,45,7.7,0,,None,,,,,,,None1,9/10/2024,,,Low,Not Rated,6/18/2014,Not Applicable,5/21/2022,Not Required,,No,https://damsafety.org/texas
Clayville Lane Dam,,,VA041007,,VA041007,Ruxville Homeowners Association;Ruxville Homeowners Association;Ruxville Homeowners Association,Private,Private,0,No,,,Recreation,Recreation,Virginia,41007,37.4272,-77.8027,Virginia,Chesterfield,,,trib. Skinquarter Creek,"Virginia, Congressional District 01",,Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,18,,,18,Less than 25 feet,,,,Undetermined,,225,225,,,2.78,,,,,,,,,,12/4/2022,1/26/2022,,Undetermined,Satisfactory,1/26/2022,Not Applicable,3/8/2021,No,,No,https://damsafety.org/virginia
King Bros. Dam,King Bros. Dam,,GA05854,,GA05854,King Bros.,Private,Private,,No,,,Fish and Wildlife Pond,"Fish and Wildlife Pond;Fire Protection, Stock, Or Small Fish Pond;Irrigation;Recreation",Natural Resources Conservation Service,GAA147-001,34.426954,-83.059569,Georgia,Hart,Hartwell Lake Community,4,Caney Branch,"Georgia, Congressional District 09",,No,,,,,,No,,,Natural Resources Conservation Service;Natural Resources Conservation Service,Natural Resources Conservation Service,,,,,No,N/A,Earth,Earth,,,26,,,26,25-50 feet,370,15897,1981,1980-1989,,102,102,39,0,1.02,550,Uncontrolled,100,,,,,,,5/24/2021,,0,Low,Not Available,,,,No,,No,http://www.damsafety.info/
Lake Creek Dam,,Lake Creek Steam Electric Station Dam,TX04066,,TX04066,BASF CORPORATION,Private,Private,0,No,EBASCO SERVICES INC;FREESE & NICHOLS INC,No,Other,Other,Texas,TX04066,31.454329,-96.98518,Texas,McLennan,,,MANOS CREEK,"Texas, Congressional District 17",,Yes,Yes,TCEQ,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Earth,Soil,38,38,50,50,51-100 feet,1860,198000,1953,1950-1959,2009O,11700,11700,7000,550,13.9,42000,,595,,,,,,Other Controlled1;Uncontrolled1,9/10/2024,10/12/2021,5,Significant,Fair,2/29/2016,Normal Operations,5/21/2022,Yes,5/19/2021,No,https://damsafety.org/texas
Adams Gardens Reservoir Levee,,,TX04056,,TX04056,ADAMS GARDENS IRRIGATION DISTRICT 19,Local Government,Local Government,0,No,NO DATA FOR ORIGINAL DESIGNER,No,Irrigation,Irrigation,Texas,TX04056,26.10523,-97.793662,Texas,Cameron,,,OFF CH-RESACA DE LOS FRESNOS,"Texas, Congressional District 34",,Yes,Yes,TCEQ,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,16,16,16,16,Less than 25 feet,22846,0,1934,1930-1939,,4100,4100,2250,370,0.6,,None,,,,,,,None1,9/10/2024,1/31/1990,,Low,Not Rated,6/18/2014,Not Applicable,5/21/2022,Not Required,,No,https://damsafety.org/texas
Pendleton G.C. Irrigation Lake #1,,,VA033051,,VA033051,TRICORD,Private,Private,0,No,,,Irrigation,Irrigation;Recreation,Virginia,33051,38.0073,-77.5261,Virginia,Caroline,,,,"Virginia, Congressional District 07",,Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,19,,,19,Less than 25 feet,586,,,Undetermined,,79.2,79.2,52.2,8.21,0.09,,,,,,,,,,12/4/2022,,6,Low,Not Rated,,"Under Investigation, Planning, Permitting, or Design for Remediation",3/10/2021,Yes,1/5/2007,No,https://damsafety.org/virginia
Lamar Lake Dam,,,TX01848,,TX01848,TEXAS MILITARY DEPARTMENT,State,State,0,No,FREESE AND NICHOLS;FREESE AND NICHOLS,No,Recreation,Recreation;Other,Texas,TX01848,33.774581,-95.547563,Texas,Lamar,,,TR-HICKS CREEK,"Texas, Congressional District 04",,Yes,Yes,TCEQ,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,20,20,20,20,Less than 25 feet,910,0,1941,1940-1949,1996S,564,564,214,40,1.44,3,Uncontrolled,265,,,,,,Uncontrolled3,9/10/2024,6/19/2024,5,High,Not Rated,12/15/2020,Not Applicable,5/21/2022,Yes,12/30/2010,No,https://damsafety.org/texas
Dingle Lake No 1 Levee,,,TX01763,,TX01763,HI DINGLE,Private,Private,0,No,NO DATA FOR ORIGINAL DESIGNER,No,Irrigation,Irrigation,Texas,TX01763,29.27892,-95.298792,Texas,Brazoria,,,OFF CH-SOUTH TEXAS CANAL,"Texas, Congressional District 14",,Yes,Yes,TCEQ,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,10,10,10,10,Less than 25 feet,9900,0,1963,1960-1969,,1380,1380,1380,138,0,,None,,,,,,,None1,9/10/2024,,,Low,Not Rated,6/18/2014,Not Applicable,5/21/2022,Not Required,,No,https://damsafety.org/texas
Pappas Lakes and Lodge Levee,,Great Lakes Reservoir Dam,TX01752,,TX01752,CHRISTOPHER PAPPAS;HARRIS PAPPAS,Private,Private,0,No,"KENNETH BRITTON, PE",No,Recreation,Recreation,Texas,TX01752,29.155418,-95.588479,Texas,Brazoria,WEST COLUMBIA,1,OFF CH-BRAZOS RIVER,"Texas, Congressional District 14",,Yes,Yes,TCEQ,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Earth,Soil,10,10,10,10,Less than 25 feet,13464,0,1954,1950-1959,,2150,2150,1200,230,0.36,94,Controlled,5,,,,,,Other Controlled1;Slide (sluice gate)2;Valve3,9/10/2024,4/10/2023,5,Significant,Fair,7/27/2023,Normal Operations,7/27/2023,Yes,4/11/2012,No,https://damsafety.org/texas
Rolling Hills Dam,,,TX04190,,TX04190,ROLLING HILLS POA,Private,Private,0,No,CLIFFORD KEITH,No,Recreation,Recreation,Texas,TX04190,30.162806,-96.028008,Texas,Waller,HEMPSTEAD,5,GLADISH CREEK,"Texas, Congressional District 10",,Yes,Yes,TCEQ,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,15,15,15,15,Less than 25 feet,330,384000,1961,1960-1969,,240,240,39,15,6.26,6010,Uncontrolled,70,,,,,,Uncontrolled2,9/10/2024,4/24/2024,2,High,Unsatisfactory,5/23/2022,Enforcement Pending/Ongoing,5/21/2022,Yes,2/2/2011,No,https://damsafety.org/texas
Huntington Cleveland - Upper Pond,,,UT53579,,UT53579,HUNTINGTON CLEVELAND IRRIGATION CO,Private,Private,0,No,JUB Engineering / RB&G,,Irrigation,Irrigation,Utah,UT53579,39.36284997,-110.9907377,Utah,Emery,,,,"Utah, Congressional District 03",,Yes,Yes,Utah Division of Water Rights,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Earth,Rock;Soil,,43,48,48,25-50 feet,1250,,2011,Since 2000,,505,505,408,,0.58,76,Uncontrolled,42,,,,,,Slide (sluice gate),3/28/2024,6/30/2023,2,Significant,Not Rated,,,,Yes,9/20/2016,No,https://damsafety.org/utah
Elna Reservoir Dam,,,TX01472,,TX01472,DAN MAYERS,Private,Private,0,No,NO DATA FOR ORIGINAL DESIGNER,No,Recreation,Recreation,Texas,TX01472,33.137268,-97.492054,Texas,Wise,,,TEETER BRANCH,"Texas, Congressional District 26",,Yes,Yes,TCEQ,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,24,24,24,24,Less than 25 feet,1000,0,1960,1960-1969,,190,190,70,11,0,,None,,,,,,,None1,9/10/2024,,,Low,Not Rated,6/18/2014,Not Applicable,5/21/2022,Not Required,,No,https://damsafety.org/texas
Ash Grove Cement Plant Dam,,Bedford Branch Lake Dam,TX01314,,TX01314,GIFFORD-HILL & COMPANY INC,Private,Private,0,No,C DARROW HOOPER,No,Other,Other,Texas,TX01314,32.526807,-97.001975,Texas,Ellis,,,BEDFORD BRANCH,"Texas, Congressional District 06",,Yes,Yes,TCEQ,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,52,52,52,52,51-100 feet,710,0,1965,1960-1969,,375,375,269,0,0,0,Uncontrolled,20,,,,,,Uncontrolled2,9/10/2024,6/17/1982,,Low,Not Rated,6/18/2014,Not Applicable,5/21/2022,Not Required,,No,https://damsafety.org/texas
Powell Lake Dam,,,TX03797,,TX03797,COLORADO RIVER MUNICIPAL WATER DISTRICT,Local Government,Local Government,0,No,NO DATA FOR ORIGINAL DESIGNER,No,Water Supply,"Water Supply;Fire Protection, Stock, Or Small Fish Pond",Texas,TX03797,32.209285,-101.268982,Texas,Howard,,,POWELL CREEK,"Texas, Congressional District 19",,Yes,Yes,TCEQ,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,35,35,35,35,25-50 feet,2160,0,1939,1930-1939,,2988,2988,1458,163,25.9,9318,Uncontrolled,187,,,,,,Uncontrolled2;Valve1,9/10/2024,3/11/2024,1,Significant,Poor,5/21/2024,Enforcement Pending/Ongoing,5/21/2024,No,,No,https://damsafety.org/texas
Clear Creek WS SCS Sed Cont Str 110,,,TX04544,,TX04544,UPPER ELM RED SWCD,Local Government,Local Government,0,No,USDA NRCS,No,Flood Risk Reduction,"Flood Risk Reduction;Fire Protection, Stock, Or Small Fish Pond;Debris Control",Texas,TX04544,33.544882,-97.508736,Texas,Montague,ROSSTON,6,TR-WILLAWALLA CREEK,"Texas, Congressional District 13",,Yes,Yes,TCEQ,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,39,39,39,39,25-50 feet,768,31890,1963,1960-1969,,56,56,23,4.1,0.11,490,Uncontrolled,50,,,,,,Uncontrolled4,9/10/2024,6/29/2000,,Low,Not Rated,6/18/2014,Not Applicable,5/21/2022,Not Required,,No,https://damsafety.org/texas
Braley Dam,,,VA015017,,VA015017,USDA FS,Federal,Federal,0,No,,No,Fish and Wildlife Pond,Fish and Wildlife Pond;Recreation,Forest Service,080802 0022,38.2875,-79.30222,Virginia,Augusta,,0,JOHNSONS DRAFT,"Virginia, Congressional District 06",,No,,,,,,Yes,Forest Service,Forest Service,,Forest Service,Forest Service,Forest Service,Forest Service,,No,N/A,Earth,Earth,,,25,20,25,25,25-50 feet,350,0,1965,1960-1969,,60,60,40,0,1,617,Controlled,350,,,,,,Slide (sluice gate),5/17/2021,9/27/2011,10,Low,Not Rated,,,,Not Required,,No,https://www.fs.usda.gov/eng/dams/
Elmendorf Lake Dam,,,TX01446,,TX01446,CITY OF SAN ANTONIO,Local Government,Local Government,0,No,PFENNIG WEYMAN & ASSOC;PFENNIG WEYMAN & ASSOC,No,Flood Risk Reduction,Flood Risk Reduction;Recreation,Texas,TX01446,29.42503,-98.537052,Texas,Bexar,SAN ANTONIO,0,APACHE CREEK,"Texas, Congressional District 35",,Yes,Yes,TCEQ,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Concrete,Concrete;Other,,Rock;Soil,10,10,10,10,Less than 25 feet,2000,0,1967,1960-1969,1994O,105,105,105,17,18.7,75842,Uncontrolled,1893,,,,,,Uncontrolled1;Valve6,9/10/2024,9/25/2018,5,High,Not Rated,9/25/2023,Not Applicable,9/25/2023,Yes,6/3/2022,No,https://damsafety.org/texas
Swan Lake Dam,,,TX02427,,TX02427,CITY OF HILLTOP LAKES,Local Government,Local Government,0,No,E E JOHNSON AND ASSOCIATES;UNKNOWN;VELVIN AND WEEKS,No,Recreation,Recreation,Texas,TX02427,31.06538,-96.207375,Texas,Leon,NORMANGEE,6,RUNNING CREEK,"Texas, Congressional District 17",,Yes,Yes,TCEQ,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,36,36,36,36,25-50 feet,950,0,1971,1970-1979,2008S;2011H,175,175,152,20,1.24,3,Uncontrolled,44.167,,,,,,Uncontrolled3,9/10/2024,11/5/2018,5,High,Not Rated,11/5/2023,Not Applicable,11/5/2023,Yes,10/22/2020,No,https://damsafety.org/texas
Welder Lake No 1 Dam,,,TX01983,,TX01983,PAT WELDER,Private,Private,0,No,NO DATA FOR ORIGINAL DESIGNER,No,Water Supply,Water Supply,Texas,TX01983,28.213235,-98.807759,Texas,La Salle,,,TR-NUECES RIVER,"Texas, Congressional District 23",,Yes,Yes,TCEQ,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,14,14,14,14,Less than 25 feet,1268,0,1944,1940-1949,,900,900,380,52,0,0,Uncontrolled,150,,,,,,Uncontrolled2,9/10/2024,12/19/1978,,Low,Not Rated,6/18/2014,Not Applicable,5/21/2022,Not Required,,No,https://damsafety.org/texas
Lake Lomond Dam,,,TX03460,,TX03460,CITY OF LONGVIEW;FRIENDS OF LAKE LOMOND AT ECHOLS PARK,Local Government;Private,Local Government,0,No,NO DATA FOR ORIGINAL DESIGNER;UNKNOWN,No,,,Texas,TX03460,32.501193,-94.763215,Texas,Gregg,LONGVIEW,,HARRIS CREEK,"Texas, Congressional District 01",,Yes,Yes,TCEQ,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,17,17,17,17,Less than 25 feet,900,0,1908,1900-1909,1949H,480,480,141,33,4.8,1,Uncontrolled,90,,,,,,Uncontrolled1,9/10/2024,12/8/2021,2,High,Poor,4/10/2019,Enforcement Pending/Ongoing,5/21/2022,Yes,4/14/2022,No,https://damsafety.org/texas
Lake Cherokee Dam,,,TX03453,,TX03453,CHEROKEE WATER COMPANY,Private,Private,0,No,POWELL & POWELL;POWELL & POWELL;WINN PROFESSIONAL ENGINEERS AND CONSTRUCTORS,No,Water Supply,Water Supply;Recreation,Texas,TX03453,32.36018,-94.606154,Texas,Rusk,,,CHEROKEE BAYOU,"Texas, Congressional District 01",,Yes,Yes,TCEQ,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Earth,Soil,45,42,45,45,25-50 feet,4988,62400,1948,1940-1949,1958S;2013O,101363,101363,44475,3101,158,130000,Uncontrolled,1130,,,,,,Uncontrolled2;Valve1,9/10/2024,12/7/2021,5,High,Satisfactory,8/29/2022,Normal Operations,8/29/2022,Yes,9/27/2023,No,https://damsafety.org/texas
Chambers Creek WS SCS Site 14 Dam,,,TX01280,,TX01280,ELLIS COUNTY;ELLIS PRAIRIE SWCD,Local Government,Local Government,0,No,USDA NRCS;USDA NRCS,No,Flood Risk Reduction,Flood Risk Reduction;Debris Control,Texas,TX01280,32.413503,-96.867443,Texas,Ellis,WAXAHACHIE,1,TR-WAXAHACHIE CREEK,"Texas, Congressional District 06",,Yes,Yes,TCEQ,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Flood Control Act of 1944 (Public Law 78-534),Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Rock;Soil,27,27,27,27,25-50 feet,1192,50771,1959,1950-1959,2011S,507,507,78,15,1.1,1686,Uncontrolled,101.42,,,,,,Slide (sluice gate)1;Uncontrolled2,9/10/2024,7/19/2023,5,High,Fair,5/21/2024,Normal Operations,5/21/2024,Yes,7/10/2014,No,https://damsafety.org/texas
Kim-Juan Lake Dam,,,TX00938,,TX00938,WILL SHIFLET,Private,Private,0,No,NO DATA FOR ORIGINAL DESIGNER,No,Recreation,Recreation,Texas,TX00938,32.685129,-95.53477,Texas,Wood,,,TR-KEYS CREEK,"Texas, Congressional District 05",,Yes,Yes,TCEQ,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,18,18,18,18,Less than 25 feet,610,0,1949,1940-1949,,101,101,70,14,0.88,1,Uncontrolled,50,,,,,,Uncontrolled1,9/10/2024,6/15/2022,2,High,Poor,2/9/2016,Enforcement Pending/Ongoing,5/21/2022,No,,No,https://damsafety.org/texas
Gross Lake Dam,,,TX00869,,TX00869,WILL C MILLER III TRUSTEE,Private,Private,0,No,NO DATA FOR ORIGINAL DESIGNER,No,Water Supply,Water Supply,Texas,TX00869,32.215346,-98.072163,Texas,Erath,,,SYCAMORE CREEK,"Texas, Congressional District 25",,Yes,Yes,TCEQ,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Earth,Soil,30,30,30,30,25-50 feet,1450,0,1950,1950-1959,,526,526,367,35,0,0,Uncontrolled,450,,,,,,Slide (sluice gate)1;Uncontrolled3,9/10/2024,12/17/1981,,Low,Not Rated,6/18/2014,Not Applicable,5/21/2022,Not Required,,No,https://damsafety.org/texas
Scott Lake Dam,,,TX01440,,TX01440,MARY ADAMEK,Private,Private,0,No,NO DATA FOR ORIGINAL DESIGNER,No,Recreation,Recreation,Texas,TX01440,29.300811,-98.685415,Texas,Bexar,,,TR-LIVE OAK SLOUGH,"Texas, Congressional District 23",,Yes,Yes,TCEQ,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,15,15,15,15,Less than 25 feet,500,0,1967,1960-1969,,300,300,54,16,0,,None,,,,,,,None1,9/10/2024,,,Low,Not Rated,6/18/2014,Not Applicable,5/21/2022,Not Required,,No,https://damsafety.org/texas
Brownwood Country Club Lake Dam,,,TX02758,,TX02758,BROWNWOOD COUNTRY CLUB,Private,Private,0,No,FREESE AND NICHOLS;FREESE AND NICHOLS;FREESE AND NICHOLS,No,Recreation,Recreation,Texas,TX02758,31.653636,-98.992938,Texas,Brown,BROWNWOOD,3,TR-WILLIS CREEK,"Texas, Congressional District 11",,Yes,Yes,TCEQ,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Earth,Rock;Soil,17,17,17,17,Less than 25 feet,1030,0,1940,1940-1949,1984H;1984S,256,256,100,29,2,2745,Uncontrolled,365,,,,,,Uncontrolled2,9/10/2024,3/10/2021,5,High,Fair,7/2/2024,Normal Operations,7/2/2024,No,,No,https://damsafety.org/texas
